entname,is_except
f5fda2e7b873709a4b97e12af0786d8d,3
c0e4c887838958ddf52d2d9bebfa9687,1
7c5d9a880a1557860970c41b3a06fab3,1
abffd399125d8c003dff6528ca49b1e6,1
38b9bec53184974a18d0cbe0465c42b4,2
4fe9561b4f534bcf4d280f9274932876,1
5a3241dc3241987b24dfd5c4bbadc9c4,1
2a77370c6239cada70c829b010d7c762,3
8fea0bdc18cf517062e7d82142e83ae1,2
d50693df055a444e6c90dee6727ca598,3
bdaf041b2558351bd2a03c599efeb261,2
823459dec9e6ec75cd31c4c845acd49e,4
badfa84a0aa2d4d865b9e04bcf637601,4
d98880a0a91387a63582a3e6b4fdcdde,1
1b1bdf887249c84661e26a3f9c5ad9d1,1
9c03612daa00ff944266e760080b3bfb,1
8aa6b4964937ff9708c4ed0bb5c9aa35,1
0b5d3f351f9d15950c805d4a2da1aedb,1
49a6d24c4a4677b27c5d1c7f831a5c27,3
f488ae7fa9b5b944dbf3662f4474b960,2
375eff0942a392b7af3a43fc720f4cb4,5
d239c833a5bcb755f77a14a6dd171fdb,1
4e191a40a7fa258328d33747bf7f6449,3
1e7fdfc6cf50953544e553e5cf9ec21f,2
3870b47ca7d1bebe62be35c3d33a09ff,3
034b4d533b73df2b046479400308bdd8,2
e33a0c9a70e930ddf88f0832eb6a7fc6,1
edafc34b8c6ddff450b2ed1d4cfdbbcb,4
a79305c7d9b651b5923675f61ff26d6f,2
d122d298ea7b7af47b70f237f00b2f41,1
5e8133a8ad2ad2954ea5a8f397a72ce6,1
c456270a219265ac8bf7ba767beda29b,4
61af607f6f479fef1cb4d5c02aa0438a,2
0252614ded8c46ea285c565e26b13c0a,2
2d9438098bb02a8ba0ec2321394b258e,1
5d2754e87e33a989e01734020af72dfb,3
6b976679db5ea4da28d23774a1164339,4
dbbd0b354bf0a5da233e085e1237a5b5,2
b3868143fbf5cfe314aa1d6f7602592e,3
e80fb41968bded500d23c26811cc9579,1
11e5b8cad879626f68cd78252074b10f,1
c4992c133469ce0a13a3674be42f66af,1
000087adabef40f7efbe1ff696eb83f9,4
aaa623cc8de69319611c01b9ba4a6fba,1
b4c655fad59ce763d6ecad95aab4c8cd,1
2b915dbafd882fdd778122b089e64912,4
b7ed298bcfa7e89fba2aef5aeb3bdbf2,1
f572283074754287011d555bd27a3e9b,1
f11965f09c0dd7eddfec4dc42e8c8595,2
2894c9dedf1c8eba8642a49972b925d6,2
917d81ea4af9f0e539e6f9ddd361d3b2,2
9cba9a09c3af9bc0daa3ea12efbcf32c,1
f633ec64504101ddde1385b7f7cd0d96,2
4c7414f2a482b3c1b9a17a289f8875fe,2
13efd366b912c551bd0ca42a29d2a37d,1
c37415849ad5bedc6344a7e8adb27dca,1
18a8b5518f7bc131171a9f066bf31403,5
a88696d7ef46ea3aa194b4c50adf89ca,1
1924590fd21acae746c813ba3575352a,2
a9092615c20d0c8962d7b07c1dd59732,2
a9997144c09b8047b4d922c4620c0f24,4
7f2ebe65d59e02d8a13b122686b286cf,3
76a961a3996de1b47144325c304470a9,2
bc2260883e02400ccf2e5cd9eeffa02b,2
9f18deb82fa6a1d440294278a1c56cb0,2
6cfe13b6654b83dc172f0349a5ef1612,3
87df528c307b2dffb6b4711b5a891c7d,2
1701d5d4eb7a54cd6c21dc879ca62ee1,2
10e9973ab16c17e02b04bfd91fd44996,2
ef4709b0acae3e00a4e401117bf57e91,3
1601915f7b6ddfe9216ea0ea11b34f8b,1
c7c922628973ec7b07c182d049019b43,1
a79da139e05d5e3a6650b962d3bb0fdd,2
ed719fb13230cb005587bf659f9e2460,2
1f239290e70c16c2fa41fe5db9597df9,3
b8ac35513e45d9f7daf87b745bf4e3a1,1
bf8128aae2ed1393fbd247f620d6ea05,2
4cead9ede3e40c9a1b08da534f65f03b,2
0504501bc550ddc2aeec639046769d92,1
808eda3bbc8f5da0b6e16c666c582335,1
0d333719019f719caf3b5d6099142918,2
b511a2acc37c1b5cf807b05eee77e5c3,2
6710a64e7e0ad7055aa0ac46a9be8c32,1
9aef41f92cd207f890c98bbdb5c68c86,1
d778189c995076df877d4caed09c966a,2
289bf6e2eaebbd4494b3ee56cad23be7,2
d2cac59d8164e6154426232960d01ba4,1
9a7a5a861e36469b6f11eb3b6cc25aef,2
a360d7461fdcda1c943385a2ee4e6bab,2
6010e5c7fd296860ed19b516a0f57ae8,1
8f4c3a16b1cfc3463cddf48aab3e6bf9,1
0b3b3a5ea95b23888a1975b99abc683c,1
0c9cd721014bb960b3983d065d1b584d,3
f0a7ab2ec0f4518be4a7b2e13eecf533,1
f84ec7672ed4c5f688870b1eb92a1f2d,5
bf182bc286d2635b58d8e2bb46d515ae,2
c64be6b70723260ab9d2fd2e0b1c4003,4
56f8c0e80079519fc3cf869d4aecd55f,1
2fd2b6ca2e8488961f349d2445176b0a,1
0b7777083467b0b5f543fd98a187ec5f,1
a8d671888558826fee6ea1125df4c8e0,1
0aa046614fac8aef4e7197a50b723773,3
998220700ae3d837ecde95f21e4149be,1
91d03f6c17d56b29cb8213d8e022eac6,1
4a824db88083cd9e7b45f19f2b8e9b5e,1
258aa7a2eec90b1d762d7dec8edac35b,2
f48533df010cad16825991b7d96d1a55,3
cab6fb1c2f7044007e22fc508d0ce1e4,1
f26f5e8af51a2cf0761675568c1959f4,1
f81ce4e329ac09ee0e688b1d469c1a5e,2
f523e8221e7515b836397c6c2b7a1d42,2
c51f502598061548046b85f9cbe55dcf,1
76129a750e79853acb1d1978c87c97af,2
66905425d00a794cd27a81ad373d82bc,1
f6fddde0bc7b77e9cb8916aa5dfbc0f4,1
47502ec9f6afbaa732d2b785e41a4c1d,1
e2a58822ee22174c8b982bd778a3860b,3
2fd3f3c9ac2d50b2d2e8a851d1a50d94,1
825103fc2a12c8796a18b9d5cd0c5f3b,3
3c323f459457067ce515d3642ec25df6,4
6c08c65aafd429755e5b018fc3fa115d,2
2650d83b2cc1fd149cf1a496a824c137,2
9b9560a30ea2a1958bad0d74750f792f,2
6255edddfeee60cdc2154117e484806e,1
558a8875374de186ecd3fe805b5b70a0,3
2b40f8a51bbad8a780efdc37838281a8,2
be41aa9c331069eeda576ce3c73f49df,1
fc001a6d915dc44c1c7cc3f91ec1860f,2
2e2e3ccee4e41ccc6ad38b37e558a458,1
9f80d7ed3ca7f3ab2435a717028573c0,1
1787fc1b13771c0bc2d7676ce06a6f95,3
c1fc52e85c81fee73dbed76de2da9ada,2
4606926af07cabbd7d3f0cc42f11e3d0,2
211fd00a0ece8da76593814e6113decd,1
a34aed5c3dfe77b30bc4114e12fb2745,2
b313bfcf79df62c0e4faba06da1f57d6,1
b836263222c5cd475c82d5cb5d5fac70,1
4d55d11954a35a366f768e011892f092,2
89dcd210af496157731df3a377b4023d,3
ceceaa44f7c63f52e203c8a23f278da1,1
6038e21e1a45193f20ae71f4ade5c432,2
f2459cb62295bb33f91a9ae9bb7a2b66,3
fcb4d45ad38503ba7c2a216873763234,4
f86e361a0d18a2d1f93ef2068f3e4c27,2
c0b105e2adedb703ce82f558329ac566,6
536065594c18af509beda2b4520a1b9f,1
febb99236bdc787fef109878183ec1fb,1
4ac367aabd00b892000d868ead7a231c,3
5737a5b05279aeb31849ae5a2226f642,1
f22fa963c8e9e7ce22a654b6edde3f09,2
f19bdb5b833d9efd8d35b5ea9ed4a5b2,2
aa5febc92e6ba628e3a931454a68cf36,2
b7728e2c38da8e26e18cfad90f583012,1
92a3b7e518053ad315a4d7ba8ade3941,1
61f420a99a8f6d3b1ef9923490b7ae3a,1
5ffdd71cae784ab01a255b73c13b4af9,1
98ac6db938c3bddd68f845aa9fd39021,3
55581c626ca6a7e2b6723a282c54ae67,4
8533a729d6cf9479278edcff8c29bea9,1
7391ab287ed456809b1c156e24925dd7,1
095d04ae752093ace0999035ec40400a,2
ffea8639b365913c724a2080977b2e59,1
6e0efae365b54f7d223ae0972d47a0f8,1
209416f74789f09ff1f4b86a42459b42,2
906cce7675f5255f2852ef3eda0a4c14,2
533e5992bf42c764aaeabc18e3aeab71,4
ffb8c0cdc00665d8c542f9355c3bfa65,1
beb67b90b2df0a396bdc996af325a98d,1
018ce14e429fecf16a787b60b7974613,1
ce95b0fd2cb446e7d91dbed200bf60f8,1
1b2f57bf98dd4f0539d067db2fba74b8,1
6688477511dbaa266ca91cceef655c27,2
72b6fc87d70b4141d371a09fbe9ee4d5,1
9f4b1d6dca8b4afae0c402de4e8f1ddc,1
ef5e58ae3864d5c7564d8fdb2380b50a,1
ab464eea4526f3554eb2fccdcd473ef6,5
f4bb092f9c7d3a91c4fe426155f2d777,1
f4a02e6eb82d10bc875bafff76ba66a8,2
959755a05ea023ad539ce59de4cee0d1,2
d6dfd83cb2f9572152e2bb1c35d48eb8,1
6aa476821eabd60ad998397aa8a1ee36,1
7091a486c80645fb613068e93fe365bc,2
50651a7938fc8ffe9819b39f956a219d,1
42a983f5ce139f08f6a82927f54201b3,2
4dbc6ad0b1c60c529b4b95ac396029f0,2
5fb91f46b0b06f6fcdf12a984e3ab3b9,2
62b5632a984872d429cef6f51b2af615,2
4fc4670a0e6ae5d1899a1aeced3f8d98,2
93121aa5d2df2f95f62a15d8eec40c56,1
ccaddfd290222ded8710c8dee1e2a08f,2
3d0298b49d15c18a2f90cd81fe91b078,1
377d2907a282010a574e9aab75c413fc,1
a3d2c4125a49906f4017c74ae5f19517,2
2423e4a58d80e54a492e80ca33433490,1
4882313be2ee1fde5d596514588f8085,2
f6c90e63e656b576ca0a354cf585c89d,1
d0c3b86c1698f0a01fa7c331f60850bd,3
8a73f5f93d736c70466059b0da82a1f6,1
adb0cd63e2c9e89fb6bf3c77b7cb6382,1
a6ab383fee2551491b7fbd9b1df0bc1b,1
617f4c3009428dc852f511a676bc883d,3
f740763d75b149081cc1f586ef88a2da,1
d11f61a2e758e4cece39ca5960beb7d2,2
e40c4cb8a66764a3696d3b56e3b01f0c,2
32e0ca3de8af499c5c3a20f3c453749c,4
a2430f2f6f29d63df68664b6835e45e0,2
b1f57210a4f16158bf182c212c05b7aa,2
12dfb22060424c8a293c41a84da634d1,1
1208e3e08b0e338c91b80844902fc091,3
aa813b84522f492eca0ca40fbe18e237,3
9fd468eb0826eab8cbfbd7fc55562040,1
5664cfaad8383302b0bbea689d06f23f,1
e44916198eb6034e8a53ecd29cef8691,3
aa7888a3776f1fbc9f3073a9449b9214,3
f70ff14969a171541148417a08ea5986,2
18b9d2d64862c0ed22caaf09c2e8ba6b,2
98332b3c82e7a396ea49a1100ad0167a,2
0b3a61cf10710157bd126de06978361b,2
431e06ba8a266daa550a2fcd89ce3e82,3
f83bf8d750bb2a83326aefe84325c604,2
f26f7606bca1a4ad8b6e89e08d384980,2
a1d33079f54770c63768990daf454ce1,2
8519a6381678413153f8c8f98ef508d2,4
14bb51db26d2b98aa360357b02837daa,2
fac431283f85f9460d992144afcb1cc0,1
8bee4eb28f81c9df1dd3278a830f2f00,1
c52cd34eae63787e4cf39e2b91e7e665,2
d0a7258e162b9dfa1db7ebe77d80460d,2
66f56bb54b02c626c2ee308559792490,1
fb7f00583687d381db316a03a02973cc,1
49e808cae92f2ba9d7bf3f108976adfd,1
5c91a696991c3d0d0e233d8f96e7320b,2
cc9e965ba742edd2ac9d6c5793ae180b,2
f48eafed6d75a8f3e3d09799e53aec34,1
1c5604a7a5ec8ac3e480093ed0b445fa,1
dbdb5264dffc0362de8ec69557564186,1
0463c8da43b35054c4818b20cabac402,3
dda9950b941689132346de36eef6ff85,1
3726314245c5f07289c8bbfc095f1681,1
986121d817b7d97240efbfe5a1aa0569,1
d87cffee0ed7fd1744e83ea8fb10c2de,1
c92d180d7fdc59fbf08a06adb505094a,1
19e551a6c90aabf0bb537146150fd08f,1
79b0fa8ac1f35cace8994d1b1032079d,1
d60c309f3a08d81c1f4d0461a4927260,1
44b7f8601482dccc9c05bc6d39f69517,1
402a0c28812de52745d77636b16d2dd2,1
69a9ef5b8aced6cf946d7d65c2b67629,2
6b8a61a73699419e1625f37aed691f6b,1
05ede9aad7c4757ea120f3e72a440a48,1
80485cd3d2b429f993e9a8e15e09a934,3
b707a10630796961fdb2d7a2fbad3b90,2
bfdca1d40bfef4aaf36b5d6346c9127a,2
5d7039e6c173d7c05ac9fb341429deb5,1
a4a2ccb97851f82c5c8c00d89935f38a,2
e3b44309aea736796ac460ad296e4cb6,4
cc2c32944d39302d969fd1cb08029e5f,2
3956b6a294a4c77c2f01c2b8ec628f16,3
12c93c972f79584008aa34f97d059a32,1
2a51c2277fa6e3f8251f3c58e1578cc6,1
a2c4f7fe980c3bcea31fd71dd1a206b0,3
9a48d9f6ede7c381a476605388f2e079,1
61dab4f1984ca47c53e1e03f6262d32d,2
aeddba83eebebf36043935611e7347df,1
3d80883a826e7f694f04df63e4e21c56,1
1c0d19ba691e57e0c760d7b57d291c79,1
4f7308c161b05a03d12e29fedab1ddd1,1
d9881b65b2b29f8bd606ce1daf2b11da,1
50ac8779e10caf537a6733bae742524f,1
cbafa09e5cba0e9abb80fe5443fee034,1
903290a03f20ae6b31db64f9f95f6432,1
bebcd3541b12f4f32ad348caf05d64ad,1
3120c61fa5f6b999c9bd2bb9fda0fa4d,3
2b95f314e2841e5c1c39b2b987ea8a5b,2
2d8b446b219e0a9b787dedbf84b65f69,3
2c994c507f127514f08b88ab0adbc407,3
83eb88aa0732f047b2e6b33cd7af3bd7,5
e9280efff24fd72d2ce756d1510d3d3d,1
3cac2ef0d59f6b16bde89ad728844740,3
5a606b6a2b3d244f22f6996b9fdb9672,1
ee5a2fe3f50df79f5c207885f2bee79e,2
a8b0625cf98fced7661aa9bee85523b1,2
34171859ab27abd0a9f5b60f2a47ac9f,3
bbce680ca5adf59dc749e57348b7d65c,1
9d551bfb5f615699425588b0321c2f23,2
af8a8bc5e956903ad0778c2ffe6330b6,1
1e31d3512dc1bedd9784d8a4fa7099fc,1
e19661559e4b7921a3c41afc946e92bb,2
94870e3b03430a2984e870b1b514aaff,2
5f3def79316059393af723eaa5d6f0d1,1
aec6345a98ce93dbc1f9ded7fbf24de9,2
fb15fb11e9d0ea2f624641b6cfddebbf,2
d7bd50e908047a8ae4354d8410ff8083,1
86967a1a2f8a814090568277c529a272,2
1d9e960a51b7251829054e10ab7cc7c5,1
b8f75efa47a821032525073ae8c4b1d8,1
db7658205de58cd7883bdfa1b08d1ffc,3
3fcbb9763722a67f370edf64d16e4f95,2
5d39a3d0aa23ae675c294680475b0392,1
4d00a1e9f956d5456488d52c270f65bc,3
f0821f90476ef4b83e688499317c595b,1
e3a3d4ab54185c36467ecfb1e0d31348,1
6302e32a076156e182c354bf84b39cc6,2
39aacee56fe10f11cee17abbaa23dad1,2
00ec87eef307583f48228866e162e610,2
bcffe48bcebdc1e572bc642d43b23fc0,1
7e3dc754030ef8e1b342034d3215895e,1
7babd8db5d36d0f389dc6650a6a46342,1
04a1535a8f91006ce0b4522a90af0cd0,4
0427420cef88ff8aed4897d1e7cb33ed,1
be972c5161abb4595821c9faec9f9162,3
71444a965b12d1b66ab14651e7c324a4,1
d3a78056df5c86df7edb7af3dd9f9169,1
9826b5bf4d58fe7544c1ade0c0a8db66,1
cb6f627e21968c47a737233eb4212401,2
695fe16e56030f69a918f2a01641731b,1
ea8e4a5779734a065f9e9d6ee77f846f,2
f3c0064192ba1a5ba6dfb4d51a06f2b3,2
6a53e98aaca2b4e7aab3e4052665cfa0,1
21efbc573d9779628136d8cb7c170004,3
a6d16264834eec9c5133a74fd517fdd4,2
435de2c10c408d67d2f4863c7e87a47f,1
8a8350fbdc9d657973f02994356d87ca,3
92cad7359c8318ec2b0bff0702d45e30,2
a14a6324391fe97e39a4e73d3208b54f,2
f20eefc1b0066d7a79489d774f4b6f78,3
b61525df9fc0f14895997a7afb7c215a,2
8c92ac4fcb07ea155a3d971c8700369c,2
39a8980368459046eb109db919bd2975,3
e5415bdbf69168b5842b3c4ff6fd739a,1
e8126ed69d173cf052d11f391a02efab,2
87328466e2f9b334cc39d75281439d8f,1
e305a4b9b5a442219f80c68dc2c72b8f,2
81d972475fb40ae2fbc678683b93612a,1
33f3a969d6c642da0ffa150ea24ada03,1
7cf1dd98770d7f5cb9cc8a033eb26b5a,3
634b765247400d136f7baf9de2b23aa4,1
cd9d7d16cb0a9f78b083ec9f5b1f9141,2
a3fd1b8d101e2237dd16e79240fc41b9,2
03cbb5969465abf0acb6b0fc67e7161b,1
3818a3567af6aa7a791b5080fb2606d3,3
de02afb5a7bfd380e2f88e9f452d0bed,1
74efbddfc36ed5716679907721fa1832,1
88c12c43752d8aec50763afc28f51338,2
58a2540f2f2e4d46da4d657516668106,2
d949fd27cf5af7ee56aecc08b1b4bab4,3
268ec9c45def71d2fe50bd31acdc6b8c,1
6bbe14814abf4d1ff9afa3459fd517f8,2
1a5a71e33f88058e310bc21b6cc00da6,1
aa2816d2dde46c64ea8c8e2952fdca0b,2
fc69dcb972f4594554da7338f7d91253,1
04e0e58a5557697f356fc0cccd5fdcf1,4
6c7bef5ae3ef8ec51cb330052e5c97e1,1
41693228a252bffed5bed8f4b481f3b0,3
73d30779d2fd3a59dae1d1ec6400a9b4,1
d33e6c7db01ca927361556baae332bd6,1
c12c4de23b18bae791532a7ea593c62b,2
33f5c07cc448ae90f2e012a7f3673c02,3
d7272d198a5dd9efaf4b18b9352efc9c,1
d5398b920e6b1e51d1d8d1445ad09614,1
5e66a197cf0d538de40483feb29fec72,1
79423910f1ad075edb0e9d4dd6ea3c2c,1
d1d4b24f1bc21a521d8b0d0bc9e31f47,2
62fae3982c4ec5d1eb5c51b44c01431b,1
2cac4f5c3959fdfbc0bf4670c0e80d85,2
08d5a59a1e0a074ec377903fb88ebcf2,3
fae1c343815dafd34b11e04bcd2d7290,2
2dd85d39f4b53842beb59bc93ddf680b,3
5ef18409ce09218ab735734f46602fe1,1
e8c4e595efb12503328ccba876f2e232,2
285482cf7e7924c744795f2c10ad3580,2
6aacd5dc98f7215cfdfb98e4325c21a9,4
011c837f9860778437c1f13a32052a0f,1
baca06e7d6f5cf81e142480a4586973b,1
3ba9d8794aa68075f53c9e19deb27b97,2
441935d5e115264a26b2f38891c56716,2
b3fc5930c31a4a5abeaf9cb12cf8b20d,1
7b38fd25aa5e9ea492a3ae8090131696,1
57dc0039d1c0a6d73b5f6b04eb5492af,2
779de91a6b3ff5427962bc61d73d83f6,1
2655dd12612321a1c576b5d1fe0fc195,1
1e050e0389e87d315436d066054eaee4,6
b1083bf757cdc155d46d359cd12b3529,2
0a36305c40d166212bc9595c80acb750,2
6c282d7b5aea26b2575413dc50280a8d,1
e6a7523b2c8de19bfb3f3e9e9b0b7cc3,1
dc80e10356d7a9d8d25b54b49a094c61,1
adfdb1a261c0bdc84059d986c1c3c4e9,5
be644b40f9f9440af2401c3800c4d5d0,1
e47254b93cc3fa32bd6bba52cdb47ff6,1
1b394e29a2d455cf5666f4ae546bfd6b,3
7ce59b0982130778894c26e89b1b977c,1
2b16277566f8e838a27fb99814b4c262,2
caf60467100676cc49a5a2593fe7bff8,2
4f53298b622dd9cb357a3fa9f7744e0d,2
cd98f2f11351627236a9a429756140bc,1
290605d60be8fb327845c5b6f5e3371f,2
a84b2e396cc2244418fe852cb0b4730e,1
e921036507ec415f31a6dc9db3860b8c,3
5eba3a02730daa1a91186b737f5989cd,1
fd42c1b5057b09ab6acac0c4c5ebc4b9,3
40c9c78129e9a589abd0e487781321a5,1
6fd31fbc2caa68f7ce4d005e26bef112,2
a9b4c1d893f5cc4292d7ebefa8bcf6c4,3
01a1ccddf4b94541be67376857b4f098,1
5ebe5b45ac27cf2e64b8788a1a4f97c4,1
40d530f08e457c411096b30a8aff8054,1
f1223a5bf3b274ad89786588694515b6,2
a893d3583602d2506e191bae14fa6316,1
812703b84ba67d479a6fa9be0221101d,1
9be1c091538dd8b6c65484506243eb25,3
3da8fc78c06f32fb34db20f8ca685f48,1
0231c00eab65156a1ec6c2d0a4161926,1
e66cbf2389fc792e7a1288cc9a7215c6,2
2461d818a900ac2cf956b87d72fb52bf,1
c7a868e99abf064b2f56928c92ec9307,1
0ac3c2051c7ce92021ad611644512cff,2
9daec42e21fb74a5918857e544462774,3
f0bd1de65ad3f48c91cee78c2a2bc124,3
f962158934973ab6bd933281ccbc1c82,2
ef67093e4685a1a185afe3eaee8d4cb8,2
20872f481fb32959b90dcd637dde354e,1
327d11c6bcff4e7452f57a244958e305,2
2098d3d0c664f3e065e1ff2c2bdb013c,2
4ae50d3f14d1930ff96ac169c1022484,2
9b7177a2ac3efccc092f7bdf23054395,2
20e9887c0930f841266cdf1a6001c124,2
f1a03ae211f8f8dea88036763169d2ef,2
3371632091a09df51f33835669ae0b90,2
cdf5909eaecaffbb0543503380cbf502,1
138ab9e3b3930150ccc9943a327f2281,3
52c17c0fdab11e825c264f77a779b63a,1
bbfbec20f6a1d1cc0babfb4bfa4106de,1
bfd61ef364f46821e4f9a82151ac463e,3
9749b45ce50c45dc367427d0d46e042a,2
72b67f5b2d71c372bbc27728a9ebe63e,3
cbcd6f760988477acb0cbe39c42d0332,1
f5f1680c88e1a93ec6910bc925169d34,2
122af475535ad958826ba48452c0e319,1
9f61dd00918f3e9de72148563c3c82fc,1
008ca4c0845e0446f0de93b966bd47ae,1
86f32362075c1eaa06bbe9483a120bc2,4
a8e4b866dbd7b41df5d5e75df24aebde,1
c969689febcf011518d6ed2f1a86ec52,1
04654c9d978b0e1126977f1523d7d6bd,1
ee461bd0ac59cf9ee45e330539432d0b,2
ce7312eda350ce606a7377cb68a6dc08,1
6317f812941f5412b0ae98ce00709964,3
f8b22069c14305128d541eba3a57011b,1
1d2ee6fdf4ed52b2ec4b2f6e22964af3,1
101f1b83bb3cc7577b578518b36822dc,3
929d857176879e84e29f9146e9ac0ee7,2
9b94a6dd6b77ed1b7fd1b3ce9a6c37f9,3
513e68590a768dcd8c0644feda43edf4,3
05712788c43c88d479815ccaf4eef18d,2
424a11e87c3921e611fe86341689b89e,4
46205aaa79113e875becc79af1673e99,2
f59993c1c2c0db41845d6c0e5b01f46f,1
ba76361ee72b76df7c24b73a68b8c80e,2
d99e3122c325e514b570678ab4307af1,2
1d412d2ef9ad1cfbc56256d4c5be9120,3
5dbc84a261d282e0b07b296c0d218cb4,2
c2dc54121ace38a619e61f789de809d6,2
d9061ab5b645905d187503bdbfa49ae1,3
59fc6368e46d7cbd5af2c4657a252d57,1
fb2f714920765e24e35f63a0c724d8b3,2
edf203655eb44e05d5a03870d1b922cf,2
f1b1477e7aaa5401827c44a0c908823c,1
dc8836b5b48cbf5c0eeceece07393ebe,1
832dfba9d78f7fc691ce68b35fd46042,2
611b3b2dd30098aa3216334c6a13b1b5,2
5536461bbb0eda5f79ef05f15a01dfa9,1
31b654dec34c6378048166940e407b02,2
48d9eab53509334e92b4ffe95c427b40,2
2e30399bb11a6e3e3437557240c8459f,2
b8d1ce21e0f4afcfd4c29e65a79dd91c,1
640c23891b483631984ed72dce495acf,2
f01ca750db61f64691e31cf52bc692a2,1
756d7e8a034ba49b0535f9114db5e59b,1
fe0db91f98e2f5817d040e07120d12e3,1
a6351299c6a1ad57564dfc2ef7007d1c,1
56dc704eedc4cbd3f8c53c9d32f73aa7,4
5c62e1163d5b430ef10388abedf651ab,2
6bf2cb5441e3dc36d0269bb2e716491a,2
62ef00b735cbb1ccfabf68666f12c4a5,5
f336b013db8adc39e78f946fc1e87943,2
6e8797f8276f840278669814a00d920f,1
5b80e1712d3868fe381395b771b9c2ff,2
1c6969023d81ff0ecfa3b7ce2337694a,2
885fc7a5113b8d54bfa36ba8e9df5857,1
64dbd5a4c7d86f4aa202ca4329367802,1
81f9eeba9529e910b78e64d6ad80b1d2,2
9e3c76a85a8593a39e8baba773756492,2
fd913e0e9b39001d388f355eee77d9ae,2
85de61ca23243174f55276385b0819ba,3
3e2ff3e2e2a609feb721607b04041e8b,1
40a160b6c09aef11713c3371ec963f65,2
a67411876cb5417b600eea40141722c6,3
c64f3e01c00186ec1888a0fb0714ddb8,2
