entname,is_brap
e27024fe66cc123d45232e32a0f35f8a,1
bf0896c9a607964cb6399e778f75bb0f,1
1bbbccf914bcf1f94f9aff979c3cbd29,1
52e381df7b63f438f2ed3c985afe7b8a,1
3a020839667c60ad6e718b6a5634ce8b,2
5caa176a2c38e52cca7dea7ff04325b2,1
89ce9ed9af0982c62bbc3a68368b79b3,2
ff53315ed609906c1d62db57ae14496b,1
57b5210ace9456d492872331ec0925b5,1
754580d1fb8f400873360a969d6da699,1
8b3478cf1c6a1e6a482882bd5299979c,1
686c2786f10e7410314a60f9f2e2c402,1
26f31362e93bed66d4ff00ecf6870c11,1
47eee461ad56eb90ecabccc147b74a7e,1
95d8286f12ef37da62cf6fc3b4fc8499,1
65ab7f3335b0663bbc0da85b1e927ff7,1
a5e673135c9bae5d9033030ff84f5143,1
a08381738ad8dcfc12e550a546077559,2
e2a5dde0aaeae605788f19344aefd16b,1
644ca3aab1f6b7d272174406ee905206,2
4ffe556fda8774729c4b4189523662de,1
87187bd70ec5e0922a47adbef88205b2,1
fc603e2289c879dee323762dc6d9f3d2,1
c0f920e6dbef9f7af245b58e5986bd95,1
d5c385528f34deb4421edfb155106d91,1
e0da13a91d9de5a057db4a6fb5c93856,1
d9ca5302d1d51ae21792b59d84e0c809,1
41742ea6007c297cfd6f72a8ff1d51e9,1
9ffc6a487c3a2474aa80bcb82e3aefb0,1
4c1c3c345fadd8f44039c26efba0e0d3,1
5745da399454187a19b6eff5fb4d59d0,1
bb728149479fa9dce7823367a14102b9,1
dc302396fd0afeb8cd0f19fc1dfb9b9b,1
06e0e9f56ffbe659e7c14d2f82a937ea,1
7529e4b5b5c0e34f72d8ecbd8b474cb3,1
d1a7acb9981d14b1d64341e9f61d4057,1
85d34181f116d2a2d0c5e7daec37fe46,2
8a1b18aa710afdb5ab46e3a69ff0cc3f,2
07fff610349259e84feb5a58106df335,1
0a3a3b17a3f3b2cebeb27abf57aca497,2
58008d5454d6991cea49f44a0c7db4bb,1
52eee86fe54ad3e8c1bf74c1c4aee346,1
500369af4e19206f356417950e78c221,3
ac5b1cbea2753782df7a983d27740b1b,1
dad40c6969930ed6a6fdea2b49f6823a,1
082ad47a89ad5d2a8528a0a87e0c5bf4,1
259b5ddc7a7f4c3dff8814376670f106,1
1bf0eb2c27399c52eafeed47508213e5,1
34fc90f428f0b0c7cc93c7431f47ff7c,1
c6441a7f57c44cceeaaf56086336309e,1
6a5f81b7211639daa3708a6b24836fcb,1
004f31d48ffc3bfac6ca283be74ecfcb,1
00c9da03cc40c7da37047698c34fb2f2,2
e50e489ad2f47612d6d36486b4c4b04e,1
c1d324d5f05c3e2feafe564736721bb2,1
1ceeefd33653590de682e2af164e19c6,1
5f3a6fea1098520a7d13f8d9d40ddea3,1
8cdcaccf93423913df3f4b21684b0a48,2
519fdb17e67d9d64e12fa26fbf5dc776,2
c219e31404b0d2be47055e2740cae17b,1
9dd26b7de3b62a3ade245f8cffbbb707,1
3d7dfc343f7b372afb5131669a2df151,1
87023ba6ba626fe1937cb2b51c6c754b,1
1ad4052e2f1b3608eb91482f33da955c,1
61d431f350b412e84d8540e4c1c1abe0,1
6583575c7c22e4734ad90e7f1373e714,1
ee17b78a5f66e74834d3302661f5c255,1
d3b24472a9daa43a25ac05521fddee54,1
71f00135c3b280f9709eb0dd24b025b7,1
369b17ef8025620e5bf4bd9d208e841e,1
0d89f1af2227598d615c705eb87531f2,1
e468201d25339cf6da46a55cf52d6f08,2
aa6f2b14005bbacfe43de99017acd032,1
19e21f47e6289afa23eb4e055e0d6fc6,1
e3a8320b73a20a7852a0efc02c4528c9,1
777559d454344992ed968ff14ba79581,1
2656bb61144ef05df01f3d2b7e39a462,2
a6ab41d4af8e3383a8828cbfac776a7f,1
5edf2989de372786058734e4a55c8855,1
b9eab011423fb2d94f8e0342d60806cf,1
7459184fd612986419a8e9ec0d159f48,1
9d1372b742fe0aead305e8ac8032da1a,1
da2dc6d69bb212d0848535953bf4c0fc,1
48657a1373fdd1a48b2e8ba3bee3c96e,4
977df5050add8d8fc23bdebb6b7c59c1,1
09feebaacd943eb523e70d62b8dcd9a8,2
95aefae53a060eeac46557a1066baec0,2
e409ec6b281b0d8930e6034cc2c6bb74,1
cfbf7baf7eec18e557f18df3745a25d7,1
a9499070b993c1480446ef0af4e61ab7,1
b08aec8039b87280ab0c83b35444ca50,1
27f10e8c647f5580d5080e69acdda998,1
26f7e39290c2f23b088ed5cdb98952ce,1
5cb53e1015537d2d500cadd2259a4f7e,1
c305075e10cb28564fc79310c234c4fc,1
eb3013e27d150c140996ecc365c93537,1
a992fb63e7212ca175aca265a105545e,1
4314c8d0244cefc1b3d4b9fb4be9a2ee,2
8e1de0098ab7a5847389fe31e4c2e334,1
68aa2d337aa840e7f0fcb739db39d073,1
816e451ab9dffe5292b1bb10e0043202,2
61f460f5f4d55a3e94b409f15e066658,1
f0afc9c10ee8a43c0732e9c5db61f447,1
f8c13591676d532faa3c94e2457102a2,1
17c791d22112350f09cbb7c0c8baa1cb,1
6d988b7222023c855882af070ef3e9f5,1
35c59b589e506cc1a1af2e75a7ef4f97,1
cf53c5b9a18b76de0941de2c11a7462b,1
80372b8d396bc42dddfa2a2c2e78a665,1
406c8d858352f74ba4b25d4beda967a9,1
c2ff83d82920daaf55be95e7bda50a3f,1
65b2b8ef5d1278a466d4218b4619fc2b,1
4c2be6980f2849a80b3fa494c04b33f2,1
c0c6b951174804a2bfb0dfb6eb3a6107,1
1477461b12dd2d1a1bffef01a852f53d,1
9d6f73edbefc1487792e20094819e46d,1
740f2e9cfcf40a94ea5964daf8b243ad,1
1815d3cfb392b95ac2da4fd273b6569b,2
5c2fc5a8cfc274a507393073273ef218,1
01293f569b1982f582acd24f4ad8c494,1
ece3968498599a937906f87db02cd49f,2
93f293c82d403e860fd14bd68705b967,1
4726787329169884b3c25a088544b4fd,1
217628a7e408fa41e0ae9ea3be44d3da,1
a779c5f5c861178af92de0ca88c8086f,1
e4dfb87a20003c0807b4551c65bfb08b,1
297a7aadf9a1a9cad812f461623db033,1
1e322070b1ff72ba70c07387c3a26062,1
a7d48eb502332c227ebe29516fb76a8f,1
59a072c85341c43228e9640a4a9e804b,1
5db7a96015c25556dbc8b40c096c689f,2
d3336cbb77d2341c4ee59f1e00a50122,1
396f71be81dbd91115bbf66acffd20f3,1
e781784ba631b87fe67d8007febf7f59,1
66eebda197f80d282f22a7684e9bcbe3,1
ee01c96cc664f64fa59955b269d82833,1
89006769eb847fbeb289ed0f66d0c7a9,1
d3a445130df44f0f65258ddf405d7fdb,1
4ac30fca21cb0dcdd913e960ab94e1f9,1
5c189ead1f42eb14eacea42777d6447e,1
dd637ef681d7e23ad80d964c0fe51bc2,1
aec43561f0083eed682d6acf038403c4,2
3449aa8b814d5a96462ebca8413c4240,1
fd694be69ab86d370ec3b9b2b22333c3,2
95dcdfa504ec5d48bcddb1bdd7bf1dd9,1
ad177d1a6e56c86c60773c05b162d5e0,1
81c0160b1f5c8f2ed27b7a9be64827e2,2
7db0bd4f251a10d7faab7eee106f0276,1
560edb74da06404d54758846323ab6c5,1
97677825af5efab5070193cea4860f75,1
aee75c1ad52ee1b9d7dd50ceca051954,2
c106c5b22f8614375461b5cf8076ed00,3
cbff3c8d435bdac69b997b14ff63fca2,1
8f37588fff1723b69a13a8ea05cc5f5e,1
9022f720543d451581d399f8584f6d89,1
14642110e440b9544a2535763621649c,1
c3cc9d9e5f5afd117b9ef7a43819a79e,1
a287bc1258871e8fc8d930c2fcfd7542,1
890b1747dc49ea971c99e110b2009246,1
9eea7d0f037f61ade705b0d13d9c7e47,2
514237cf9e94412b71bd042223fdbc1f,2
7b12d1f33d3f8c949c561bd3bedcee90,1
dea21cf83932d94d7360eb8376af4baa,1
0accca32a20fc878c325bcc7c33b57fc,1
8ca5b41c33c66dc89474a27f461e44c5,4
c78fe5e59e9c4af6ab8b60ad76c437a5,1
515db5262f4e22905586a18a1e078050,1
01b0801d4e407e66bbba7c229b24f262,1
74089c5c0e4b051cb2b8ad1acce49ede,1
414a13cffc5a3e4c6596da1cbd4e3f92,1
26eb3c807904389fefc879e5b2303a6d,1
322ad283e47e1b8f3ed934d32f08cdf3,1
1fcdf0a0752f0449af6ffa42b14e95d2,1
30760bae09176e016f1448d1efc7de41,1
49ee756cc99279f488a825bd32bd1c61,1
c52f2c94e695558c012c653d69da15ce,1
b257ded69fa00f746ff650857bd79122,1
3cc8fc7eb0ce272f73d399fd5a753a0a,1
f8eda920299058cba27bb81fa61cb230,1
e19441c6b892f79580e854e616847d28,1
17904b620ecedc239e605002a50af3ec,1
2a5811f9e3f12478f73f14a26a590a47,1
6185e7cd43ca8298a0102bb4dbc621b7,1
31087b9a1acbe8e3cdd91d148845a35c,1
ba0d95e1ca3a272dd99d2f52aae869c3,1
a7a808b7cd2f3758bdbb85696ccbf702,1
261857d96ae3793090b8c698b01097c4,2
052496c0030538c86148d609b5033f77,1
8a6ee73c1a02635d92bcbf7e532e1b09,1
0e7aa7ef55603016e996a0c4b2df18cc,1
7e673b54d0acefb39fdc9ad0a5de79b2,1
82640fb6556ee0921915f516c980101a,1
620d46856091d91b22be58dfe0d168bb,1
41bf5a170e5dbc2056d1eee7a41440b4,1
6adf5296b2f6a0529d1851bd1cece5c8,2
87f09f0c829e75ab485fff05096174a9,1
bd768b33fab3eec4636cb1d81ffafda7,2
0f0fa5c552453b6965cc78cab6e35b21,1
7804506de61538c85df1f40b85ee7ac8,1
fa54c7e493159abf9d68ffac9ab9068b,1
497a0f2c185dd8e26624be00f3f7e803,1
ad2f07a2cb3766c15c9d155cdfceff67,1
4bcef5301e75af3bf0a3095ca9b81850,1
b9d821b8df38fc7a449cac74e44efd79,1
bd90f3791a70c4844304a4ec24a8c116,1
7d34e4dcd8b50467b8ecaf395c2080eb,1
02a1ec66f1bb1678e73d14fad3e074b8,1
325c3521ec0d681ca4b91e0366190910,1
bb420424e9fdeb32f904c9a4492292f7,1
d84e78dc2993c46c56f4be8f36540beb,5
0a1199465e795775fd2c04688a550bf1,2
498f930c459a6adaa30180e01893f370,1
a7e89d83d7d579ab9bd1398ff8b4982c,1
6230b6ff9259673a35837b8face0bd45,1
9f8689b02cbad2b5fadc9b91fa08b9f5,2
e0f138f695c859280d0bc2a7e491f90e,1
dbf460223490cdb6ec229caded92f6c8,7
a9b0d4152a44e702e834656ff9fad2a1,1
59a4644cf5d852c1e165b7154bef6dcb,2
5a72818fdcc3d2eeb290fbe0cb32fbcf,2
fe0d9a731074f21d0f856f9077ec6026,1
ae5dd10aeb8545ea12dc6186d4a34c3e,1
6059fe1fa57a359086e5ca63ffa7bea5,1
43ebaea3df8125967dbbbac186bf851d,1
2d93ef8d487afdf8049435c955642144,1
e3b08219ec837a11dd94ea06ee1b8f92,6
57f343eb3d7383927bfde83eb8505f07,1
fcd9fda36aad1038ca9a09659a412020,1
452c77737763780131ad4267e232c254,1
789e7a0008853d750f733d6d68aeaaa9,1
aed067f22e21ebcf893bd5c077e9bedd,13
00b4e838686e186152c971127cec6a7c,1
164d178c7244345bb2b1d430c833e865,1
c02f1e8dc239221cbdb1ecc5e7e7c307,1
edc3205e9cf1e2bccbe739ade67958b3,1
f484bcde14c48ab6ff2caba8ec1305ec,1
938e8b69b41aa548e16f46f1f9926e1f,2
6ff5b3b50276121fb09a01f4e6659a44,1
e6b823a695456448070e45bee2898ccf,1
3c2b9eb3f4ac939131d462192c5ef037,1
35c64a88304c2e614aa7d23b1515c921,1
a52b0921664dc88b4eeba1b63ede6e99,1
201f8a3d5b0c747da4f166bf6a9b55d7,1
a44bb7533c6aeece1dac61e78dd16c3b,1
d363b2dca5b2d8623f6d45e948593117,1
fcd01ab8bbe46f15a0cc09d2020c9279,2
9deb7268303bda7de539106560281d6a,1
c638df778c78612cf99b7a902f4b3b3a,1
642f7571da6e9ecbb96c820495cc5571,1
77fd94a5c6c369a0226a8cc934930163,1
7dadaae30636e6ace9896d0dcd34e0f1,1
f68a132515370169a0db7ba643029b23,1
17d201ae93094494fb6b3dacca10d82a,1
b9226f5ebaaf65d31b4c37b0d5742afe,1
eb5f9f6bcbc89a10804c8d4500be24f5,1
5656f490672b94f23e1c9cad069ae8ce,1
ab7d23b6dbed28416c0ea7ac2b0e5725,1
4182550514a115f3cdf9c51a2de5d6f3,1
1b4147de0368678c17b376252acbf37c,1
7235098f28e4d47999a12282f5e33621,1
e9527323e916e7efd689191cc8935a62,1
2f9b2714b4a7177fc51a45527f34d173,2
b3904b8fdf75b75538b751c84126b920,1
7b45151ffecfd527f4f7d4d7f3670d07,2
9eaaebb3a9d5d6b2d0f7f0b5246b3bfa,1
313fd022ec21661235c261035791e9c2,1
f3951104a4ca258409bcebf421d303ad,1
7bc24b967d0d0c700fe4ee4fcb04b141,1
91871c82930e95d972324d43cd455295,1
dc1a8a1a9308d3e8f64e4819a25de1d3,1
35eb3e3ed2b5105feb3493e67f50efed,1
3193aa6949f03984b4caa1e0ca80ed03,1
1d3a53ffc02ae1f73dd27720cdb6ba7e,1
8c7ee6ef249d59530fd73b8044bd69ba,1
2fb73a8b24c08f4c69394d739d03e565,1
948fc74ec1f00122340fc253ef9ec5cd,2
6590ee5a247ec8d0781dda37153aeed1,2
4bfcadbf13a563fbf6f53b791ee62f6f,1
d0c13d5a0a086b09aa8556021b29420d,1
c0682ae235415d700ad1ddae751dc2c3,1
77d28a58fc870122f92db12d724ef8d9,1
c2d70acdc10414f184f94795cba4a969,1
22f0bb2f1a2495c4abd27a00e98e9318,1
35d3e047357ccfc9d960b8f705730ebc,1
982db301a4fc32255750a85edb7c9cb3,1
d3da3bad4cc934c3c8a541f27c8f945d,1
7f2d0c740a3e80d0a6ebb3172896b154,1
61a88be7973c0b19feb1a3811d43305e,1
bdae90c3cb0232c1aedaaa1af84962c3,1
e6ada0b10ece18169b88099790559894,1
179ca1cc318fa2e3c8195a6b17703deb,1
0fc21e12caffa7fff3d7ae4bdac07976,1
550315b6f62842300ae0f43ea383fd74,1
454b6027bc2fbc56538dce1af1efdb00,1
132b6313e18d17a1a6bfd0e82b2738b3,1
e21ae65caeb933d0aad3dfff323e17d4,2
f6739e84f9a54a03f4b4784a2d7ff13f,1
e2f8dd69ad175d027f6492767e3e3793,1
0a099289a1c037bb0adae2cc556e2e84,1
bdc2e0829423b066b80997e9e3952338,1
d5cfc7c496f550ddbcef72cbef7ab74f,1
dd81806aba7134a5657c037d66431a28,1
2dc6dbfff3409017f67110a3eda40c1a,1
69c5f36814ed7319135b14372caa486b,1
b564c63df3b27242e8011f0abc305918,1
28865cee19b2de901c33a1ca244c7320,1
c88c3e5765f4e9f3667a654bbb54453a,1
693f0bcded39b7c94cf34e8222ea0527,1
23fb1841d36665dd0c5757d90fba53de,1
b9a7490e8fb5db8458bd68672c867113,1
4d1ea1801359fe550b8b69019127c83a,3
dc2de6b008da9a01f7662cfbf9c61132,1
0638698dd3bc6197911d8da434017691,1
20712c1cfef9c9fa1b296f8a481f1dfb,1
6065795e11640480c4008449e35c8178,1
3d4c6e324758740384ea986f3421f28c,1
ad7a441e250b28d9111d89b93d1d51df,1
ce5707a98d57bd6288feb28f054162c5,1
0d4f01487c1f68052c2d351757bd2b83,1
d268003598a09aafee06959d22ffb7f7,1
374c51768bd9281d354382b13c2b80fa,3
807ef8326cb919eaa835a21af8228096,1
13737e7d4f1701913d6c518610f37ee6,1
4be156ad0844592b1ed7696e6419816c,1
66c25c81ad0401a87fe03c17b036bb8f,1
ad6866f35c5a888c9b74d8abc4469ba8,1
eac3cde61310012ab2a1855f9346f567,1
1e4ca022a41bd4b75007169d10d5faa5,1
8c528839bd4ebfcbe8f50023d5ad8456,1
54348a90591000946f9e4d7eb4d6489a,1
c31c615e652840f47455d25d7340b1bb,1
324df487f9a6c57a090aa911ac6f38c0,1
7494013c327d58e77dd161c984e52139,1
08ea8d801f2640ae04c66354587ea1e6,1
69a148e773b31d0d10f4a859138bb627,2
7877b0a924db5b527e06fcbc81de6f39,1
213fb050a711f0dd3039dbb88cd1de6e,1
3259723f4d702929e6de1b3fbec97c65,1
3e2082295215f36a7dfd82061b5e602c,1
19e7a403d8b9f7075a8d80886ddda65c,1
17e9becb82276f27f2200af8ad4e7ea1,1
92ac9163bc314d905f59a1e5bb2e5210,1
c13f23504a57639233e55bc506135748,1
cc6fbc3c11781fa9afbe5961209ffc15,1
689fe07accaaa4bb3252d035d39a43f9,2
51c99d0c08ee1b8e97ca9554432e70e6,1
93f00d9b03296ee55202d49081a4a97b,1
10684d140c339f3d588018f6302a9920,1
7768ea53015397758c9ecc745f11601f,1
a5b6ceb67d7e42bf3c8380cf41e50e6a,1
cb1001b61c1f7ade42028ffb211927c4,1
a8cd2503ffb226a4d864a500e8e499e6,1
8af96d6480d94bab36581da491450196,1
948ca1dbf8b5867a095084b7c5d7894a,1
88ba23e724e90bf390250d0d36405d9d,1
0f59683f5ad10d4ccfbd63347e4d374c,1
936935cefaff4037f13f6da4c836c13a,1
11176dbd53423e3b82d3de9a6ff3e5a4,1
5b3c92fae139ed7e5a07c56c41913141,2
1f8f06b934ef1bd2fd1c343fb7d30cd9,2
092edb06cb5c7f6d3f3c2311a2458d57,1
feec6dfa166e0181370775244d25b63f,1
02f6288dcfa8deff5b7e6842796c87c8,1
a6d9e6561a066d2f1a8be824050a408f,1
07aa56b1e6d539defb6ece7707fc99ca,1
e2a7428a6242ab03a2fdb31025cd67b0,1
21fcbc9563cfb5e023227ed4b4c8d460,4
c1e8d788af26a8c14366df13fdf25fc0,1
1258915e0c45aa9172c3a266722acbed,1
bebffc84e1ba79e4378e28f3988146c2,1
6217eb341a7a19e4e829a04ceb44679f,1
6edbba6411bb73b7ef1ddb85d5393280,1
6983eaf6347d4fcd7dc7e8fb6ea77f24,1
f62aae8534ae05ace4db4a2b0fe994ac,1
6fd59acac46d8740a6ea4a3b58bfde17,1
c9512d3238761413e7f326cd8bd39acf,1
b499303719ff833f34ae5d1aec8e8b53,1
7230eacd59398a843d5a690e66dd9e04,1
c248a8213b833a9efbe7b69f1dabeb5c,1
dd28613ec16bb9da1cb82312c71533dc,1
af5db60dcec4f78c801368afa187b847,1
8d527a2da22c6fc3da446060e699048a,1
254220fd6495e68e27cc1cd0b72eb610,1
d9280ab1088d52a2854226f4b2d241ef,2
2a95a230ca48d071862fe9bd4ad482e9,1
6d64172da8b4ea119c933adc4d0440b6,1
bb91004b3f15c03c29e19653c158c10f,1
709e796e34a21629f5d956b2ffc1ebaa,3
d4a913335a8ed9b71a98015788145dd7,1
cc987f34fba1ddad59e1894a2afe7c18,1
4706a33554af4426ec29c548f41ecbe9,2
a3bcb16b1e951f6968e50c5914519bb1,1
b0388a7f1954297eab4fb28b64d16634,1
6e6385e9033705d13eda2e310854524c,1
722ca9265b06a1f271872e549ee230f9,1
3789f30e6c63106c4a78e9db19480f2d,1
e65aa5927fa59e8cbe4af54955d7c1fb,1
3caf146ccb3214f2f584aa73e4cb0ee3,1
ed0e8bbb64b214cc0f396c1647682be3,1
6bce02c048907bbd41d6a33dc6fc5a2c,1
a4de4d1f3c3f2d5ebd49b143c1c2e65e,2
2f670961668ac5199b0f53682a1a889f,1
df4b06ee2d1407868f99ca4259f4aa71,1
095e0492d173e60c2229b661a2a6e603,2
26c4d46e53204819f7994f6f71f48edc,1
0cffebe1d2e4901a09713a50cf2c07bb,1
a9763cafe0596a7a347662d5afe6f919,1
0049e1e3bc94370a676346608eaa49a6,1
d3a25305e71986b24cd04bc36dbc7365,1
64a5bdb27610ee830e58f01142b51c0b,1
f3e351f9fb03fcc3654b040e8e027fd5,1
497085967a0c144392eba9c23b6017fc,1
b85327f8e85b984dae9ccf6e57cba556,1
520bf661299b16ed99b9f6dd5998c9d3,1
aa14486105ee41f9b9f730e227b6f07b,1
615d0a069e18519abadaa2e82c8ba423,1
377feeb5f233ecc02e59b7e6cb9efeb6,1
0b0530638a975ce25ee63c7e1c17dd82,1
8c07858f19da008cce8fd94da78390fa,1
17d6b2b08a7c96b78805b822907bb086,1
4967da702361c0a68869a47523acd8f3,6
261ddf82896c654d87a8adb270de347c,1
a036f647ca329a04f4071b3f95a201c0,1
375d82741070d6b3e2be1eab4bc24423,1
8a8c2c90072f1f73cfe520ac1ab36478,2
09ceed600312f5f34a78eb58927d5990,1
56030bb96b4fefb1f41b2ea11dbfe8e6,1
9f631e976666f45e0cc1330de59b8ed8,1
1fb2562f7b724d6201701239573e821c,1
3cbce9ebfa17d529e1ae5d250e5f5292,1
7a99d2a1e0796e2112cb299d63a38a04,1
7e01178cf1047180da30a62998b9d5b9,1
7fd1974d4ff689acf1faf4d829c91e26,1
4a8fb5e400b579146d0dc5dd832b9311,1
0cfe59e170c219901bbc7a55705553a7,2
e3674763a7aae1973d1990395989b9c5,1
f8b7b990a6adde90510f1ccd19a92d9b,1
c27b7cd98e0431c3a65fe2e9a549e19c,1
2baed9e4e45f4c57edca4f898dd7573f,1
3cab3fefe591b5567e2192992f4fed24,2
b59d74d462903eb561d25410ec6b2f1c,1
bc051176d08cdc8028d70e0cefb2a692,1
ad7c39f951346389a7008112c8e6ca60,1
d050521aefff3275640a7b232f2db62f,1
32aa62eca00319774307f39238cf9ae3,1
e5f9047657c0fc1226f9f2f8025cfc01,1
4f843746bb4e6c2ec1a203c41c68086a,1
d484e59cb9200cb09d1cff63fbf27def,1
be7148d9ff7ff8a8a7c76256663436d1,1
bdd36c23d76f38867d60ca47e69d9b46,1
66fd8ca23c074cf2c528b7e23b3abd4a,1
482c022c4104f0744ed4effa73e45253,1
92d1ab48b1cef2c3d194c292afd5d815,1
87d142f5a273abebd00ab1b95da657eb,1
